episode,car,tsr,ets,collision,cbf_acts,min_dist,violations
0,0,0,116,1,0,0.1737,0
1,0,0,800,1,0,0.1581,0
2,0,0,800,1,0,0.1341,0
3,0,0,800,1,0,0.1942,0
4,0,0,800,1,0,0.2078,0
5,0,0,800,1,0,0.1982,0
6,0,0,800,1,0,0.1638,0
7,0,0,116,1,0,0.2436,0
8,0,0,800,1,0,0.1405,0
9,0,0,800,1,0,0.2159,0
